site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
PITN 17OCT10 2017.7741 58036 1970 2  -42.8    772  0.861213   -564218  0.070525    67  0.981270  0.0080 0.000752 0.000653 0.002773  0.024155  0.086197 -0.057542  -5.1024794977  -42.7930298322    67.98127
PITN 17OCT11 2017.7769 58037 1970 3  -42.8    772  0.861657   -564218  0.068267    67  0.981516  0.0080 0.000768 0.000667 0.002906  0.013845  0.011848 -0.010240  -5.1024795181  -42.7930298282    67.98152
PITN 17OCT12 2017.7796 58038 1970 4  -42.8    772  0.854709   -564218  0.065126    67  0.995243  0.0080 0.001317 0.001073 0.004765  0.067685  0.014806  0.026316  -5.1024795465  -42.7930298908    67.99524
PITN 17OCT13 2017.7823 58039 1970 5  -42.8    772  0.858356   -564218  0.068404    67  0.983086  0.0080 0.000764 0.000660 0.002828  0.032865  0.059169 -0.028852  -5.1024795169  -42.7930298579    67.98309
PITN 17OCT14 2017.7851 58040 1970 6  -42.8    772  0.860723   -564218  0.069015    67  0.989982  0.0080 0.001304 0.001041 0.004648  0.034044  0.037363  0.023350  -5.1024795114  -42.7930298366    67.98998
PITN 17OCT15 2017.7878 58041 1971 0  -42.8    772  0.861579   -564218  0.067504    67  0.975555  0.0080 0.000768 0.000679 0.002882 -0.004632  0.058160 -0.056829  -5.1024795250  -42.7930298289    67.97556
PITN 17OCT16 2017.7906 58042 1971 1  -42.8    772  0.860285   -564218  0.068440    67  0.976995  0.0080 0.000768 0.000666 0.002855  0.007140  0.106172 -0.049495  -5.1024795166  -42.7930298405    67.97699
PITN 17OCT17 2017.7933 58043 1971 2  -42.8    772  0.862018   -564218  0.068117    67  0.973852  0.0080 0.000743 0.000656 0.002727  0.017100  0.047837 -0.044561  -5.1024795195  -42.7930298249    67.97385
PITN 17OCT18 2017.7960 58044 1971 3  -42.8    772  0.860631   -564218  0.068564    67  0.985168  0.0080 0.000752 0.000648 0.002754  0.029886  0.033580 -0.016870  -5.1024795155  -42.7930298374    67.98517
PITN 17OCT19 2017.7988 58045 1971 4  -42.8    772  0.861604   -564218  0.065583    67  0.983744  0.0080 0.000768 0.000652 0.002767  0.020388  0.035781 -0.071542  -5.1024795424  -42.7930298286    67.98374
PITN 17OCT20 2017.8015 58046 1971 5  -42.8    772  0.859961   -564218  0.066998    67  0.976921  0.0080 0.001329 0.001043 0.004659  0.007890  0.041781  0.066197  -5.1024795296  -42.7930298434    67.97692
PITN 17OCT21 2017.8042 58047 1971 6  -42.8    772  0.860630   -564218  0.067346    67  0.976490  0.0080 0.000760 0.000657 0.002783  0.007354  0.082606 -0.033854  -5.1024795265  -42.7930298374    67.97649
PITN 17OCT22 2017.8070 58048 1972 0  -42.8    772  0.862747   -564218  0.064756    67  0.981535  0.0080 0.001380 0.001115 0.004825 -0.020795  0.009942 -0.008736  -5.1024795499  -42.7930298183    67.98154
PITN 17OCT23 2017.8097 58049 1972 1  -42.8    772  0.859670   -564218  0.066958    67  0.985063  0.0080 0.000758 0.000646 0.002772  0.005174  0.085362 -0.035226  -5.1024795300  -42.7930298461    67.98506
PITN 17OCT24 2017.8125 58050 1972 2  -42.8    772  0.860392   -564218  0.066801    67  0.984476  0.0080 0.000765 0.000661 0.002835  0.020456  0.045679 -0.031755  -5.1024795314  -42.7930298396    67.98448
PITN 17OCT25 2017.8152 58051 1972 3  -42.8    772  0.860878   -564218  0.070374    67  0.985396  0.0080 0.000772 0.000691 0.002938  0.024524  0.031785 -0.076408  -5.1024794991  -42.7930298352    67.98540
PITN 17OCT26 2017.8179 58052 1972 4  -42.8    772  0.862056   -564218  0.068141    67  0.982937  0.0080 0.000757 0.000661 0.002844  0.026639  0.060905 -0.036216  -5.1024795193  -42.7930298246    67.98294
PITN 17OCT27 2017.8207 58053 1972 5  -42.8    772  0.861686   -564218  0.068092    67  0.987196  0.0080 0.000812 0.000692 0.002967  0.006361  0.065794 -0.035040  -5.1024795197  -42.7930298279    67.98720
PITN 17OCT28 2017.8234 58054 1972 6  -42.8    772  0.858680   -564218  0.069855    67  0.980377  0.0080 0.001464 0.001099 0.004979  0.009630  0.146160  0.056436  -5.1024795038  -42.7930298550    67.98038
PITN 17OCT29 2017.8261 58055 1973 0  -42.8    772  0.862077   -564218  0.069102    67  0.983764  0.0080 0.000765 0.000683 0.002836 -0.013631  0.050590 -0.036627  -5.1024795106  -42.7930298244    67.98376
PITN 17OCT30 2017.8289 58056 1973 1  -42.8    772  0.861852   -564218  0.066669    67  0.984190  0.0080 0.000789 0.000692 0.003010 -0.009477  0.072491 -0.009778  -5.1024795326  -42.7930298264    67.98419
PITN 17OCT31 2017.8316 58057 1973 2  -42.8    772  0.859901   -564218  0.068518    67  0.987016  0.0080 0.000779 0.000678 0.002863  0.015214  0.038650 -0.049077  -5.1024795159  -42.7930298440    67.98702
PITN 17NOV01 2017.8344 58058 1973 3  -42.8    772  0.862630   -564218  0.067857    67  0.972960  0.0080 0.000764 0.000673 0.002875  0.030879  0.056506  0.046936  -5.1024795218  -42.7930298194    67.97296
PITN 17NOV02 2017.8371 58059 1973 4  -42.8    772  0.864017   -564218  0.067268    67  0.970947  0.0080 0.001535 0.001168 0.005107  0.026045  0.140879 -0.021819  -5.1024795272  -42.7930298069    67.97095
PITN 17NOV03 2017.8398 58060 1973 5  -42.8    772  0.861033   -564218  0.067327    67  0.984448  0.0080 0.001296 0.001060 0.004443  0.011417  0.073184 -0.026922  -5.1024795266  -42.7930298338    67.98445
PITN 17NOV04 2017.8426 58061 1973 6  -42.8    772  0.860180   -564218  0.068121    67  0.982173  0.0080 0.000794 0.000680 0.002898  0.021513  0.051978 -0.019470  -5.1024795195  -42.7930298415    67.98217
PITN 17NOV05 2017.8453 58062 1974 0  -42.8    772  0.861776   -564218  0.065880    67  0.982062  0.0080 0.001327 0.001094 0.004558 -0.033696  0.053400 -0.019875  -5.1024795397  -42.7930298271    67.98206
PITN 17NOV06 2017.8480 58063 1974 1  -42.8    772  0.862920   -564218  0.069778    67  0.977256  0.0080 0.000749 0.000662 0.002765 -0.015326  0.009654 -0.006203  -5.1024795045  -42.7930298168    67.97726
PITN 17NOV07 2017.8508 58064 1974 2  -42.8    772  0.859637   -564218  0.067801    67  0.990671  0.0080 0.001446 0.001130 0.004917  0.097234  0.129114 -0.092614  -5.1024795224  -42.7930298464    67.99067
PITN 17NOV08 2017.8535 58065 1974 3  -42.8    772  0.858971   -564218  0.070647    67  0.984090  0.0080 0.000770 0.000678 0.002922  0.013071  0.013194 -0.005529  -5.1024794966  -42.7930298524    67.98409
PITN 17NOV09 2017.8563 58066 1974 4  -42.8    772  0.862001   -564218  0.071264    67  0.982220  0.0080 0.000765 0.000657 0.002783  0.015122 -0.005413 -0.035682  -5.1024794910  -42.7930298250    67.98222
PITN 17NOV10 2017.8590 58067 1974 5  -42.8    772  0.859459   -564218  0.069663    67  0.981401  0.0080 0.000779 0.000670 0.002855  0.010140 -0.010702 -0.018911  -5.1024795055  -42.7930298480    67.98140
PITN 17NOV11 2017.8617 58068 1974 6  -42.8    772  0.859532   -564218  0.069375    67  0.982432  0.0080 0.001327 0.001035 0.004316  0.010537  0.111878 -0.049908  -5.1024795081  -42.7930298473    67.98243
PITN 17NOV12 2017.8645 58069 1975 0  -42.8    772  0.860534   -564218  0.067492    67  0.980089  0.0080 0.000758 0.000662 0.002813  0.028209  0.052536 -0.001522  -5.1024795252  -42.7930298383    67.98009
PITN 17NOV13 2017.8672 58070 1975 1  -42.8    772  0.861141   -564218  0.069157    67  0.988750  0.0080 0.001287 0.001036 0.004352 -0.010665  0.044257 -0.053276  -5.1024795101  -42.7930298328    67.98875
PITN 17NOV14 2017.8700 58071 1975 2  -42.8    772  0.859139   -564218  0.068426    67  0.980156  0.0080 0.000747 0.000652 0.002778 -0.001963  0.006372  0.004487  -5.1024795167  -42.7930298509    67.98016
PITN 17NOV15 2017.8727 58072 1975 3  -42.8    772  0.855957   -564218  0.072675    67  0.989559  0.0080 0.001366 0.001068 0.004566  0.019880  0.048760 -0.024709  -5.1024794783  -42.7930298796    67.98956
PITN 17NOV16 2017.8754 58073 1975 4  -42.8    772  0.861609   -564218  0.070463    67  0.979034  0.0080 0.000758 0.000673 0.002867  0.018113  0.044709  0.011507  -5.1024794983  -42.7930298286    67.97903
PITN 17NOV17 2017.8782 58074 1975 5  -42.8    772  0.860014   -564218  0.067901    67  0.991711  0.0080 0.001262 0.001079 0.004406 -0.039728  0.092831 -0.005471  -5.1024795214  -42.7930298430    67.99171
PITN 17NOV18 2017.8809 58075 1975 6  -42.8    772  0.861794   -564218  0.069092    67  0.985025  0.0080 0.000763 0.000662 0.002865  0.008193  0.055769  0.015908  -5.1024795107  -42.7930298269    67.98503
PITN 17NOV19 2017.8836 58076 1976 0  -42.8    772  0.857386   -564218  0.072738    67  0.992543  0.0080 0.001399 0.001114 0.004730 -0.007359  0.055741 -0.001290  -5.1024794777  -42.7930298667    67.99254
PITN 17NOV20 2017.8864 58077 1976 1  -42.8    772  0.863332   -564218  0.069667    67  0.984209  0.0080 0.000764 0.000672 0.002831  0.032043  0.066456 -0.005257  -5.1024795055  -42.7930298130    67.98421
PITN 17NOV21 2017.8891 58078 1976 2  -42.8    772  0.861872   -564218  0.070447    67  0.983423  0.0080 0.000757 0.000680 0.002860  0.010810  0.026843 -0.074616  -5.1024794984  -42.7930298262    67.98342
PITN 17NOV22 2017.8919 58079 1976 3  -42.8    772  0.860116   -564218  0.070610    67  0.982355  0.0080 0.000793 0.000704 0.003028  0.029956  0.076839 -0.013728  -5.1024794970  -42.7930298420    67.98236
PITN 17NOV23 2017.8946 58080 1976 4  -42.8    772  0.862199   -564218  0.067801    67  0.981421  0.0080 0.001381 0.001112 0.004742  0.008657  0.116462 -0.058950  -5.1024795224  -42.7930298233    67.98142
PITN 17NOV24 2017.8973 58081 1976 5  -42.8    772  0.866102   -564218  0.069837    67  0.988322  0.0080 0.001311 0.001092 0.004532  0.069223  0.072923 -0.026887  -5.1024795039  -42.7930297881    67.98832
PITN 17NOV25 2017.9001 58082 1976 6  -42.8    772  0.860871   -564218  0.068905    67  0.985705  0.0080 0.000753 0.000660 0.002804  0.025230  0.026824 -0.017183  -5.1024795124  -42.7930298352    67.98571
PITN 17NOV26 2017.9028 58083 1977 0  -42.8    772  0.858943   -564218  0.069073    67  0.994220  0.0080 0.001338 0.001052 0.004595  0.012559  0.017785  0.026846  -5.1024795109  -42.7930298526    67.99422
PITN 17NOV27 2017.9055 58084 1977 1  -42.8    772  0.860189   -564218  0.069602    67  0.980808  0.0080 0.000750 0.000658 0.002761  0.011219  0.035508 -0.042387  -5.1024795061  -42.7930298414    67.98081
PITN 17NOV28 2017.9083 58085 1977 2  -42.8    772  0.865923   -564218  0.070951    67  0.987370  0.0080 0.001332 0.001050 0.004586  0.007649  0.036899 -0.016392  -5.1024794939  -42.7930297897    67.98737
PITN 17NOV29 2017.9110 58086 1977 3  -42.8    772  0.863097   -564218  0.067297    67  0.985091  0.0080 0.000755 0.000676 0.002808  0.040982  0.067256 -0.032981  -5.1024795269  -42.7930298152    67.98509
PITN 17NOV30 2017.9138 58087 1977 4  -42.8    772  0.862122   -564218  0.067945    67  0.990902  0.0080 0.001772 0.001324 0.005753  0.057333  0.114559 -0.082155  -5.1024795211  -42.7930298240    67.99090
PITN 17DEC01 2017.9165 58088 1977 5  -42.8    772  0.860936   -564218  0.072103    67  0.989024  0.0080 0.000746 0.000654 0.002779  0.011347  0.026650 -0.032650  -5.1024794835  -42.7930298347    67.98902
PITN 17DEC02 2017.9192 58089 1977 6  -42.8    772  0.861854   -564218  0.069465    67  0.982236  0.0080 0.001143 0.001008 0.004511 -0.033627  0.000709 -0.011337  -5.1024795073  -42.7930298264    67.98224
PITN 17DEC03 2017.9220 58090 1978 0  -42.8    772  0.863608   -564218  0.068596    67  0.990053  0.0080 0.000753 0.000662 0.002829  0.014514  0.029618  0.002516  -5.1024795152  -42.7930298106    67.99005
PITN 17DEC04 2017.9247 58091 1978 1  -42.8    772  0.862366   -564218  0.069257    67  0.989792  0.0080 0.000757 0.000663 0.002858  0.010468  0.013096 -0.006873  -5.1024795092  -42.7930298218    67.98979
PITN 17DEC05 2017.9274 58092 1978 2  -42.8    772  0.860434   -564218  0.067378    67  0.986721  0.0080 0.000761 0.000664 0.002840  0.029453  0.057101  0.011629  -5.1024795262  -42.7930298392    67.98672
PITN 17DEC06 2017.9302 58093 1978 3  -42.8    772  0.858784   -564218  0.071143    67  0.986203  0.0080 0.000765 0.000657 0.002829  0.037748  0.068985 -0.010263  -5.1024794921  -42.7930298541    67.98620
PITN 17DEC07 2017.9329 58094 1978 4  -42.8    772  0.858415   -564218  0.067367    67  0.983514  0.0080 0.000765 0.000666 0.002849  0.037439  0.034609 -0.019744  -5.1024795263  -42.7930298574    67.98351
PITN 17DEC08 2017.9357 58095 1978 5  -42.8    772  0.861846   -564218  0.071428    67  0.993870  0.0080 0.000778 0.000677 0.002912  0.034575  0.015602  0.013543  -5.1024794896  -42.7930298264    67.99387
PITN 17DEC09 2017.9384 58096 1978 6  -42.8    772  0.861507   -564218  0.068637    67  0.988984  0.0080 0.000766 0.000669 0.002860  0.042262  0.045721 -0.022427  -5.1024795148  -42.7930298295    67.98898
PITN 17DEC10 2017.9411 58097 1979 0  -42.8    772  0.860963   -564218  0.067512    67  0.984507  0.0080 0.000756 0.000662 0.002840  0.031771  0.015256 -0.037562  -5.1024795250  -42.7930298344    67.98451
PITN 17DEC11 2017.9439 58098 1979 1  -42.8    772  0.863634   -564218  0.069566    67  0.983562  0.0080 0.000760 0.000651 0.002790  0.021993  0.020270 -0.045889  -5.1024795064  -42.7930298103    67.98356
PITN 17DEC12 2017.9466 58099 1979 2  -42.8    772  0.863097   -564218  0.067713    67  0.982780  0.0080 0.000771 0.000664 0.002849  0.039058  0.064541 -0.000496  -5.1024795231  -42.7930298152    67.98278
PITN 17DEC13 2017.9493 58100 1979 3  -42.8    772  0.863348   -564218  0.068537    67  0.985813  0.0080 0.000737 0.000644 0.002750 -0.001276  0.045924 -0.025804  -5.1024795157  -42.7930298129    67.98581
PITN 17DEC14 2017.9521 58101 1979 4  -42.8    772  0.862084   -564218  0.065609    67  0.976986  0.0080 0.000831 0.000696 0.003016  0.013230  0.059003  0.013990  -5.1024795422  -42.7930298243    67.97699
PITN 17DEC15 2017.9548 58102 1979 5  -42.8    772  0.864962   -564218  0.066090    67  0.970475  0.0080 0.000805 0.000696 0.003003  0.027201  0.012779 -0.022439  -5.1024795378  -42.7930297983    67.97048
PITN 17DEC16 2017.9576 58103 1979 6  -42.8    772  0.861173   -564218  0.069081    67  0.978864  0.0080 0.000783 0.000674 0.002861  0.054144  0.045284 -0.032047  -5.1024795108  -42.7930298325    67.97886
PITN 17DEC17 2017.9603 58104 1980 0  -42.8    772  0.862261   -564218  0.070211    67  0.978067  0.0080 0.000796 0.000669 0.002883  0.025822  0.021103  0.003111  -5.1024795006  -42.7930298227    67.97807
PITN 17DEC18 2017.9630 58105 1980 1  -42.8    772  0.864671   -564218  0.065277    67  0.981979  0.0080 0.000760 0.000666 0.002918  0.017486  0.020402 -0.012715  -5.1024795452  -42.7930298010    67.98198
PITN 17DEC19 2017.9658 58106 1980 2  -42.8    772  0.862410   -564218  0.067456    67  0.975920  0.0080 0.000819 0.000705 0.003012 -0.024750  0.058855 -0.037803  -5.1024795255  -42.7930298214    67.97592
PITN 17DEC20 2017.9685 58107 1980 3  -42.8    772  0.863947   -564218  0.066782    67  0.990148  0.0080 0.000796 0.000682 0.002938  0.042621  0.057162  0.016726  -5.1024795316  -42.7930298075    67.99015
PITN 17DEC21 2017.9713 58108 1980 4  -42.8    772  0.862144   -564218  0.069316    67  0.979310  0.0080 0.000785 0.000683 0.002951  0.033881  0.050882 -0.038698  -5.1024795087  -42.7930298238    67.97931
PITN 17DEC22 2017.9740 58109 1980 5  -42.8    772  0.861197   -564218  0.070212    67  0.989750  0.0080 0.000787 0.000688 0.002855  0.020207  0.017759 -0.069990  -5.1024795005  -42.7930298323    67.98975
PITN 17DEC23 2017.9767 58110 1980 6  -42.8    772  0.861425   -564218  0.070435    67  0.984772  0.0080 0.000758 0.000660 0.002828  0.008126  0.040193 -0.031136  -5.1024794985  -42.7930298302    67.98477
PITN 17DEC24 2017.9795 58111 1981 0  -42.8    772  0.862116   -564218  0.069630    67  0.981477  0.0080 0.000790 0.000680 0.002933  0.033593  0.056363 -0.052178  -5.1024795058  -42.7930298240    67.98148
PITN 17DEC25 2017.9822 58112 1981 1  -42.8    772  0.861634   -564218  0.067068    67  0.981475  0.0080 0.000762 0.000676 0.002891  0.014506  0.018988 -0.071473  -5.1024795290  -42.7930298284    67.98148
PITN 17DEC26 2017.9849 58113 1981 2  -42.8    772  0.862052   -564218  0.070036    67  0.981363  0.0080 0.000765 0.000670 0.002844  0.033306  0.024513 -0.026167  -5.1024795021  -42.7930298246    67.98136
PITN 17DEC27 2017.9877 58114 1981 3  -42.8    772  0.862311   -564218  0.069410    67  0.980616  0.0080 0.000759 0.000662 0.002806  0.000267  0.000727 -0.023812  -5.1024795078  -42.7930298222    67.98062
PITN 17DEC28 2017.9904 58115 1981 4  -42.8    772  0.860910   -564218  0.070305    67  0.987133  0.0080 0.000771 0.000682 0.002871  0.008349  0.017791 -0.044187  -5.1024794997  -42.7930298349    67.98713
PITN 17DEC29 2017.9932 58116 1981 5  -42.8    772  0.859337   -564218  0.069094    67  0.982394  0.0080 0.000778 0.000674 0.002825  0.042328  0.038813 -0.053193  -5.1024795107  -42.7930298491    67.98239
PITN 17DEC30 2017.9959 58117 1981 6  -42.8    772  0.862183   -564218  0.070829    67  0.982363  0.0080 0.000822 0.000693 0.002962  0.043466  0.054589 -0.050735  -5.1024794950  -42.7930298234    67.98236
PITN 17DEC31 2017.9986 58118 1982 0  -42.8    772  0.860174   -564218  0.069377    67  0.985739  0.0080 0.000795 0.000678 0.002912  0.055086  0.068547 -0.021511  -5.1024795081  -42.7930298415    67.98574
PITN 18JAN01 2018.0014 58119 1982 1  -42.8    772  0.858442   -564218  0.069822    67  0.984282  0.0080 0.000783 0.000686 0.002952  0.014437  0.072493  0.011194  -5.1024795041  -42.7930298571    67.98428
PITN 18JAN02 2018.0041 58120 1982 2  -42.8    772  0.862081   -564218  0.072015    67  0.978276  0.0080 0.000805 0.000707 0.003027  0.013526  0.040644  0.016901  -5.1024794842  -42.7930298243    67.97828
PITN 18JAN03 2018.0068 58121 1982 3  -42.8    772  0.860866   -564218  0.068592    67  0.977684  0.0080 0.000795 0.000690 0.003042  0.005174 -0.024746 -0.057909  -5.1024795152  -42.7930298353    67.97768
PITN 18JAN04 2018.0096 58122 1982 4  -42.8    772  0.864714   -564218  0.070170    67  0.988850  0.0080 0.000790 0.000691 0.002945  0.044144  0.017323 -0.070351  -5.1024795009  -42.7930298006    67.98885
PITN 18JAN05 2018.0123 58123 1982 5  -42.8    772  0.862607   -564218  0.071170    67  0.980278  0.0080 0.000792 0.000690 0.002949  0.030231  0.032625 -0.048031  -5.1024794919  -42.7930298196    67.98028
PITN 18JAN06 2018.0151 58124 1982 6  -42.8    772  0.862539   -564218  0.069661    67  0.975113  0.0080 0.000758 0.000662 0.002819  0.022326  0.032011 -0.038993  -5.1024795055  -42.7930298202    67.97511
PITN 18JAN07 2018.0178 58125 1983 0  -42.8    772  0.861867   -564218  0.071565    67  0.981848  0.0080 0.000766 0.000663 0.002845  0.004927  0.000439 -0.028088  -5.1024794883  -42.7930298263    67.98185
PITN 18JAN08 2018.0205 58126 1983 1  -42.8    772  0.860355   -564218  0.068933    67  0.979058  0.0080 0.000762 0.000655 0.002771  0.013435  0.040855 -0.037393  -5.1024795121  -42.7930298399    67.97906
PITN 18JAN09 2018.0233 58127 1983 2  -42.8    772  0.860899   -564218  0.069796    67  0.978505  0.0080 0.000799 0.000689 0.002962  0.013795 -0.048915 -0.039195  -5.1024795043  -42.7930298350    67.97851
PITN 18JAN10 2018.0260 58128 1983 3  -42.8    772  0.859550   -564218  0.071770    67  0.980172  0.0080 0.000778 0.000675 0.002932  0.021702  0.010782 -0.034103  -5.1024794865  -42.7930298472    67.98017
PITN 18JAN29 2018.0780 58147 1986 1  -42.8    772  0.858296   -564218  0.070304    67  0.985025  0.0080 0.000774 0.000689 0.002932  0.026508  0.023687 -0.095514  -5.1024794997  -42.7930298585    67.98503
