site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
PITN 17JUN05 2017.4264 57909 1952 1  -42.8    772  0.857636   -564218  0.062056    67  0.963894  0.0080 0.000757 0.000663 0.002813  0.019356  0.022309 -0.050533  -5.1024795743  -42.7930298644    67.96389
PITN 17JUN06 2017.4292 57910 1952 2  -42.8    772  0.858632   -564218  0.062800    67  0.969340  0.0080 0.000756 0.000660 0.002779  0.013074  0.038011 -0.038622  -5.1024795676  -42.7930298554    67.96934
PITN 17JUN07 2017.4319 57911 1952 3  -42.8    772  0.860010   -564218  0.063518    67  0.974623  0.0080 0.000747 0.000657 0.002764  0.019388  0.023224 -0.057936  -5.1024795611  -42.7930298430    67.97462
PITN 17JUN08 2017.4346 57912 1952 4  -42.8    772  0.859785   -564218  0.065036    67  0.965430  0.0080 0.000746 0.000668 0.002807  0.013512  0.046447 -0.062116  -5.1024795474  -42.7930298450    67.96543
PITN 17JUN09 2017.4374 57913 1952 5  -42.8    772  0.859958   -564218  0.061738    67  0.961801  0.0080 0.000748 0.000660 0.002714  0.019333  0.017822 -0.040245  -5.1024795772  -42.7930298435    67.96180
PITN 17JUN10 2017.4401 57914 1952 6  -42.8    772  0.859869   -564218  0.063500    67  0.972531  0.0080 0.000779 0.000688 0.002875  0.028020  0.038159 -0.062297  -5.1024795613  -42.7930298443    67.97253
PITN 17JUN11 2017.4428 57915 1953 0  -42.8    772  0.859515   -564218  0.062827    67  0.969329  0.0080 0.000766 0.000686 0.002888  0.027654  0.031425 -0.049778  -5.1024795673  -42.7930298475    67.96933
PITN 17JUN12 2017.4456 57916 1953 1  -42.8    772  0.861626   -564218  0.061893    67  0.973770  0.0080 0.000781 0.000698 0.002994  0.040717  0.050259 -0.025860  -5.1024795758  -42.7930298284    67.97377
PITN 17JUN13 2017.4483 57917 1953 2  -42.8    772  0.859666   -564218  0.064204    67  0.969513  0.0080 0.000741 0.000655 0.002676  0.028342  0.046334 -0.034967  -5.1024795549  -42.7930298461    67.96951
PITN 17JUN14 2017.4511 57918 1953 3  -42.8    772  0.862467   -564218  0.063932    67  0.969305  0.0080 0.000750 0.000656 0.002766  0.035035  0.074480 -0.065073  -5.1024795573  -42.7930298208    67.96931
PITN 17JUN15 2017.4538 57919 1953 4  -42.8    772  0.859975   -564218  0.064794    67  0.972154  0.0080 0.000767 0.000663 0.002762  0.005208  0.025356 -0.025931  -5.1024795495  -42.7930298433    67.97215
PITN 17JUN16 2017.4565 57920 1953 5  -42.8    772  0.858569   -564218  0.062922    67  0.961819  0.0080 0.000768 0.000656 0.002791  0.006564  0.057361 -0.045980  -5.1024795665  -42.7930298560    67.96182
PITN 17JUN17 2017.4593 57921 1953 6  -42.8    772  0.859685   -564218  0.064092    67  0.971026  0.0080 0.000744 0.000664 0.002777  0.038019  0.033343 -0.068788  -5.1024795559  -42.7930298459    67.97103
PITN 17JUN18 2017.4620 57922 1954 0  -42.8    772  0.860838   -564218  0.063167    67  0.969596  0.0080 0.000772 0.000670 0.002843  0.038165  0.056854 -0.067806  -5.1024795643  -42.7930298355    67.96960
PITN 17JUN19 2017.4648 57923 1954 1  -42.8    772  0.860552   -564218  0.060903    67  0.973080  0.0080 0.000758 0.000670 0.002840  0.013719  0.025502 -0.034390  -5.1024795847  -42.7930298381    67.97308
PITN 17JUN20 2017.4675 57924 1954 2  -42.8    772  0.860487   -564218  0.061286    67  0.966441  0.0080 0.000734 0.000644 0.002687  0.017299  0.052556 -0.055467  -5.1024795813  -42.7930298387    67.96644
PITN 17JUN21 2017.4702 57925 1954 3  -42.8    772  0.859316   -564218  0.061759    67  0.966851  0.0080 0.000749 0.000658 0.002760  0.034015  0.016282 -0.056813  -5.1024795770  -42.7930298493    67.96685
PITN 17JUN22 2017.4730 57926 1954 4  -42.8    772  0.860099   -564218  0.063681    67  0.965467  0.0080 0.000739 0.000647 0.002705  0.008223  0.030390 -0.059579  -5.1024795596  -42.7930298422    67.96547
PITN 17JUN23 2017.4757 57927 1954 5  -42.8    772  0.859699   -564218  0.063558    67  0.966278  0.0080 0.000747 0.000654 0.002739  0.030128  0.037743 -0.059291  -5.1024795607  -42.7930298458    67.96628
PITN 17JUN24 2017.4784 57928 1954 6  -42.8    772  0.859464   -564218  0.061869    67  0.970823  0.0080 0.000748 0.000658 0.002769  0.023365  0.039057 -0.065508  -5.1024795760  -42.7930298479    67.97082
PITN 17JUN25 2017.4812 57929 1955 0  -42.8    772  0.861008   -564218  0.062586    67  0.969106  0.0080 0.000748 0.000660 0.002759  0.032575  0.033230 -0.078968  -5.1024795695  -42.7930298340    67.96911
PITN 17JUN26 2017.4839 57930 1955 1  -42.8    772  0.858552   -564218  0.063502    67  0.972126  0.0080 0.000726 0.000645 0.002673  0.024428  0.028069 -0.054828  -5.1024795612  -42.7930298562    67.97213
PITN 17JUN27 2017.4867 57931 1955 2  -42.8    772  0.859209   -564218  0.062972    67  0.972388  0.0080 0.000749 0.000646 0.002723  0.008931  0.072126 -0.078181  -5.1024795660  -42.7930298502    67.97239
PITN 17JUN28 2017.4894 57932 1955 3  -42.8    772  0.860833   -564218  0.063835    67  0.971307  0.0080 0.000748 0.000650 0.002710  0.022267  0.044517 -0.061568  -5.1024795582  -42.7930298356    67.97131
PITN 17JUN29 2017.4921 57933 1955 4  -42.8    772  0.861515   -564218  0.062668    67  0.982044  0.0080 0.000732 0.000651 0.002725  0.030578  0.036393 -0.039862  -5.1024795688  -42.7930298294    67.98204
PITN 17JUN30 2017.4949 57934 1955 5  -42.8    772  0.859870   -564218  0.062894    67  0.966597  0.0080 0.000764 0.000667 0.002830  0.016879  0.034406 -0.058269  -5.1024795667  -42.7930298443    67.96660
PITN 17JUL01 2017.4976 57935 1955 6  -42.8    772  0.860346   -564218  0.063380    67  0.971836  0.0080 0.000762 0.000667 0.002787  0.010229  0.003243 -0.051633  -5.1024795623  -42.7930298400    67.97184
PITN 17JUL02 2017.5003 57936 1956 0  -42.8    772  0.860571   -564218  0.060734    67  0.971229  0.0080 0.000751 0.000657 0.002772  0.026307  0.057610 -0.047175  -5.1024795863  -42.7930298379    67.97123
PITN 17JUL03 2017.5031 57937 1956 1  -42.8    772  0.860270   -564218  0.062816    67  0.967171  0.0080 0.000741 0.000649 0.002720  0.025720  0.049659 -0.034030  -5.1024795674  -42.7930298407    67.96717
PITN 17JUL04 2017.5058 57938 1956 2  -42.8    772  0.859707   -564218  0.061848    67  0.972667  0.0080 0.000729 0.000641 0.002653  0.019394  0.045322 -0.058468  -5.1024795762  -42.7930298457    67.97267
PITN 17JUL05 2017.5086 57939 1956 3  -42.8    772  0.861512   -564218  0.063372    67  0.966346  0.0080 0.000730 0.000636 0.002665 -0.002562  0.067322 -0.061558  -5.1024795624  -42.7930298295    67.96635
PITN 17JUL06 2017.5113 57940 1956 4  -42.8    772  0.859992   -564218  0.063360    67  0.971262  0.0080 0.000739 0.000659 0.002792  0.007548  0.047529 -0.039984  -5.1024795625  -42.7930298432    67.97126
PITN 17JUL07 2017.5140 57941 1956 5  -42.8    772  0.862397   -564218  0.065536    67  0.969366  0.0080 0.000762 0.000664 0.002852  0.007842  0.091967 -0.048660  -5.1024795428  -42.7930298215    67.96937
PITN 17JUL08 2017.5168 57942 1956 6  -42.8    772  0.861120   -564218  0.063454    67  0.973632  0.0080 0.000734 0.000638 0.002679  0.017844  0.083861 -0.055034  -5.1024795617  -42.7930298330    67.97363
PITN 17JUL09 2017.5195 57943 1957 0  -42.8    772  0.861834   -564218  0.062931    67  0.969690  0.0080 0.000730 0.000637 0.002657  0.018692  0.060680 -0.050973  -5.1024795664  -42.7930298266    67.96969
PITN 17JUL10 2017.5222 57944 1957 1  -42.8    772  0.861540   -564218  0.064469    67  0.976278  0.0080 0.000736 0.000651 0.002737  0.005992  0.056863 -0.076725  -5.1024795525  -42.7930298292    67.97628
PITN 17JUL11 2017.5250 57945 1957 2  -42.8    772  0.860802   -564218  0.063047    67  0.970213  0.0080 0.000734 0.000642 0.002695  0.003281  0.062135 -0.049186  -5.1024795653  -42.7930298359    67.97021
PITN 17JUL12 2017.5277 57946 1957 3  -42.8    772  0.860783   -564218  0.064865    67  0.966518  0.0080 0.000759 0.000649 0.002730  0.020791  0.070617 -0.032165  -5.1024795489  -42.7930298360    67.96652
PITN 17JUL13 2017.5305 57947 1957 4  -42.8    772  0.858780   -564218  0.064242    67  0.965712  0.0080 0.000748 0.000654 0.002762  0.018130  0.071708 -0.070980  -5.1024795545  -42.7930298541    67.96571
PITN 17JUL14 2017.5332 57948 1957 5  -42.8    772  0.859672   -564218  0.064292    67  0.972109  0.0080 0.000749 0.000654 0.002707  0.021747  0.063080 -0.061877  -5.1024795541  -42.7930298461    67.97211
PITN 17JUL15 2017.5359 57949 1957 6  -42.8    772  0.858425   -564218  0.063606    67  0.969446  0.0080 0.000758 0.000651 0.002753  0.008946  0.111014 -0.031894  -5.1024795603  -42.7930298573    67.96945
PITN 17JUL16 2017.5387 57950 1958 0  -42.8    772  0.861820   -564218  0.063210    67  0.978258  0.0080 0.000742 0.000640 0.002712  0.023497  0.085335 -0.050170  -5.1024795639  -42.7930298267    67.97826
PITN 17JUL17 2017.5414 57951 1958 1  -42.8    772  0.860563   -564218  0.064623    67  0.976664  0.0080 0.000735 0.000636 0.002673  0.014209  0.062618 -0.055902  -5.1024795511  -42.7930298380    67.97666
PITN 17JUL18 2017.5441 57952 1958 2  -42.8    772  0.860492   -564218  0.062184    67  0.968800  0.0080 0.000739 0.000643 0.002705  0.024304  0.069070 -0.062573  -5.1024795731  -42.7930298387    67.96880
PITN 17JUL19 2017.5469 57953 1958 3  -42.8    772  0.858063   -564218  0.063286    67  0.971155  0.0080 0.000733 0.000644 0.002686  0.016466  0.051937 -0.050626  -5.1024795632  -42.7930298606    67.97116
PITN 17JUL20 2017.5496 57954 1958 4  -42.8    772  0.859866   -564218  0.063315    67  0.967780  0.0080 0.000747 0.000648 0.002711  0.003953  0.057048 -0.028317  -5.1024795629  -42.7930298443    67.96778
PITN 17JUL21 2017.5524 57955 1958 5  -42.8    772  0.860707   -564218  0.065466    67  0.961627  0.0080 0.000766 0.000671 0.002839  0.016797  0.065539 -0.047354  -5.1024795435  -42.7930298367    67.96163
PITN 17JUL22 2017.5551 57956 1958 6  -42.8    772  0.860974   -564218  0.063986    67  0.970157  0.0080 0.000746 0.000666 0.002781  0.025988  0.058737 -0.071629  -5.1024795569  -42.7930298343    67.97016
PITN 17JUL23 2017.5578 57957 1959 0  -42.8    772  0.862495   -564218  0.064055    67  0.970283  0.0080 0.000757 0.000662 0.002798  0.003489  0.094945 -0.046977  -5.1024795562  -42.7930298206    67.97028
PITN 17JUL24 2017.5606 57958 1959 1  -42.8    772  0.861209   -564218  0.063975    67  0.975902  0.0080 0.000731 0.000641 0.002668  0.016834  0.053055 -0.042902  -5.1024795569  -42.7930298322    67.97590
PITN 17JUL25 2017.5633 57959 1959 2  -42.8    772  0.861802   -564218  0.064765    67  0.970542  0.0080 0.000738 0.000639 0.002704  0.009011  0.076765 -0.031227  -5.1024795498  -42.7930298268    67.97054
PITN 17JUL26 2017.5661 57960 1959 3  -42.8    772  0.861313   -564218  0.064682    67  0.973763  0.0080 0.000739 0.000642 0.002695  0.013559  0.067433 -0.042393  -5.1024795506  -42.7930298313    67.97376
PITN 17JUL27 2017.5688 57961 1959 4  -42.8    772  0.859771   -564218  0.063544    67  0.975731  0.0080 0.000743 0.000657 0.002756  0.000514  0.062187 -0.052142  -5.1024795608  -42.7930298452    67.97573
PITN 17JUL28 2017.5715 57962 1959 5  -42.8    772  0.862651   -564218  0.064097    67  0.974126  0.0080 0.000746 0.000650 0.002767  0.009934  0.071044 -0.061676  -5.1024795558  -42.7930298192    67.97413
PITN 17JUL29 2017.5743 57963 1959 6  -42.8    772  0.861159   -564218  0.064388    67  0.969081  0.0080 0.000737 0.000649 0.002727  0.009259  0.050733 -0.071196  -5.1024795532  -42.7930298326    67.96908
PITN 17JUL30 2017.5770 57964 1960 0  -42.8    772  0.861281   -564218  0.064350    67  0.970345  0.0080 0.000741 0.000652 0.002744 -0.010445  0.080399 -0.085337  -5.1024795536  -42.7930298315    67.97034
PITN 17JUL31 2017.5797 57965 1960 1  -42.8    772  0.859412   -564218  0.064599    67  0.973029  0.0080 0.000730 0.000637 0.002658  0.015565  0.048114 -0.027709  -5.1024795513  -42.7930298484    67.97303
PITN 17AUG01 2017.5825 57966 1960 2  -42.8    772  0.862693   -564218  0.062325    67  0.970263  0.0080 0.000734 0.000638 0.002689  0.013288  0.063295 -0.011208  -5.1024795719  -42.7930298188    67.97026
PITN 17AUG02 2017.5852 57967 1960 3  -42.8    772  0.860567   -564218  0.065068    67  0.968287  0.0080 0.000743 0.000648 0.002744  0.005672  0.078574 -0.037370  -5.1024795471  -42.7930298380    67.96829
PITN 17AUG03 2017.5880 57968 1960 4  -42.8    772  0.864572   -564218  0.064209    67  0.967048  0.0080 0.000739 0.000668 0.002809  0.034566  0.071557 -0.077422  -5.1024795548  -42.7930298019    67.96705
PITN 17AUG04 2017.5907 57969 1960 5  -42.8    772  0.862172   -564218  0.063289    67  0.969925  0.0080 0.000748 0.000665 0.002795  0.054675  0.047035 -0.063543  -5.1024795632  -42.7930298235    67.96992
PITN 17AUG05 2017.5934 57970 1960 6  -42.8    772  0.861137   -564218  0.065044    67  0.972922  0.0080 0.000746 0.000651 0.002764  0.003099  0.063404 -0.015423  -5.1024795473  -42.7930298328    67.97292
PITN 17AUG06 2017.5962 57971 1961 0  -42.8    772  0.859331   -564218  0.064100    67  0.974280  0.0080 0.000770 0.000683 0.002894  0.009355  0.027212 -0.056307  -5.1024795558  -42.7930298491    67.97428
PITN 17AUG07 2017.5989 57972 1961 1  -42.8    772  0.860541   -564218  0.062328    67  0.968181  0.0080 0.000746 0.000658 0.002770  0.011455  0.060912 -0.074597  -5.1024795718  -42.7930298382    67.96818
PITN 17AUG08 2017.6016 57973 1961 2  -42.8    772  0.861086   -564218  0.064089    67  0.974045  0.0080 0.000750 0.000662 0.002808  0.015378  0.070684 -0.066602  -5.1024795559  -42.7930298333    67.97405
PITN 17AUG09 2017.6044 57974 1961 3  -42.8    772  0.861044   -564218  0.063336    67  0.972276  0.0080 0.000740 0.000641 0.002699  0.014292  0.080245 -0.070680  -5.1024795627  -42.7930298337    67.97228
PITN 17AUG10 2017.6071 57975 1961 4  -42.8    772  0.863199   -564218  0.065911    67  0.971307  0.0080 0.000743 0.000657 0.002755  0.021406  0.067129 -0.071166  -5.1024795394  -42.7930298142    67.97131
PITN 17AUG11 2017.6099 57976 1961 5  -42.8    772  0.860623   -564218  0.064059    67  0.981150  0.0080 0.000770 0.000677 0.002875  0.030069  0.079251 -0.062684  -5.1024795562  -42.7930298375    67.98115
PITN 17AUG12 2017.6126 57977 1961 6  -42.8    772  0.861481   -564218  0.063442    67  0.969812  0.0080 0.000748 0.000661 0.002780  0.017938  0.043078 -0.058164  -5.1024795618  -42.7930298297    67.96981
PITN 17AUG13 2017.6153 57978 1962 0  -42.8    772  0.862747   -564218  0.063442    67  0.975766  0.0080 0.000734 0.000638 0.002668  0.023545  0.066520 -0.056154  -5.1024795618  -42.7930298183    67.97577
PITN 17AUG14 2017.6181 57979 1962 1  -42.8    772  0.863462   -564218  0.063603    67  0.976220  0.0080 0.000749 0.000655 0.002745  0.012390  0.077669 -0.064452  -5.1024795603  -42.7930298119    67.97622
PITN 17AUG15 2017.6208 57980 1962 2  -42.8    772  0.862270   -564218  0.064534    67  0.975893  0.0080 0.000774 0.000674 0.002906 -0.000900  0.081855 -0.003778  -5.1024795519  -42.7930298226    67.97589
PITN 17AUG16 2017.6235 57981 1962 3  -42.8    772  0.863725   -564218  0.065793    67  0.971749  0.0080 0.000769 0.000676 0.002915  0.024189  0.045446 -0.002193  -5.1024795405  -42.7930298095    67.97175
PITN 17AUG17 2017.6263 57982 1962 4  -42.8    772  0.859391   -564218  0.064395    67  0.969852  0.0080 0.000782 0.000670 0.002872  0.023905  0.048121 -0.040540  -5.1024795532  -42.7930298486    67.96985
PITN 17AUG18 2017.6290 57983 1962 5  -42.8    772  0.862394   -564218  0.064622    67  0.972675  0.0080 0.000771 0.000667 0.002856  0.050509  0.095517 -0.025364  -5.1024795511  -42.7930298215    67.97267
PITN 17AUG19 2017.6318 57984 1962 6  -42.8    772  0.862477   -564218  0.063527    67  0.980651  0.0080 0.000762 0.000661 0.002809  0.038330  0.086554 -0.034196  -5.1024795610  -42.7930298208    67.98065
PITN 17AUG20 2017.6345 57985 1963 0  -42.8    772  0.861786   -564218  0.065289    67  0.973612  0.0080 0.000754 0.000667 0.002796  0.017195  0.022345 -0.066258  -5.1024795451  -42.7930298270    67.97361
PITN 17AUG21 2017.6372 57986 1963 1  -42.8    772  0.862034   -564218  0.062892    67  0.963549  0.0080 0.000780 0.000684 0.002975  0.020420  0.101915 -0.011272  -5.1024795667  -42.7930298247    67.96355
PITN 17AUG22 2017.6400 57987 1963 2  -42.8    772  0.863816   -564218  0.063296    67  0.973737  0.0080 0.000750 0.000651 0.002760  0.015260  0.073391 -0.027056  -5.1024795631  -42.7930298087    67.97374
PITN 17AUG23 2017.6427 57988 1963 3  -42.8    772  0.861855   -564218  0.063609    67  0.980219  0.0080 0.000757 0.000661 0.002795  0.027941  0.086688 -0.053773  -5.1024795603  -42.7930298264    67.98022
PITN 17AUG24 2017.6454 57989 1963 4  -42.8    772  0.861598   -564218  0.061880    67  0.980890  0.0080 0.000744 0.000657 0.002736  0.020016  0.059401 -0.061106  -5.1024795759  -42.7930298287    67.98089
PITN 17AUG25 2017.6482 57990 1963 5  -42.8    772  0.861990   -564218  0.061371    67  0.974894  0.0080 0.000761 0.000678 0.002867 -0.005679  0.065828 -0.035470  -5.1024795805  -42.7930298251    67.97489
PITN 17AUG26 2017.6509 57991 1963 6  -42.8    772  0.862267   -564218  0.063105    67  0.972787  0.0080 0.000755 0.000662 0.002776  0.034863  0.068585 -0.044458  -5.1024795648  -42.7930298227    67.97279
PITN 17AUG27 2017.6537 57992 1964 0  -42.8    772  0.862920   -564218  0.061314    67  0.978550  0.0080 0.000746 0.000644 0.002725  0.032551  0.067377 -0.036402  -5.1024795810  -42.7930298168    67.97855
PITN 17AUG28 2017.6564 57993 1964 1  -42.8    772  0.860752   -564218  0.063231    67  0.974267  0.0080 0.000734 0.000636 0.002676  0.026450  0.067256 -0.048845  -5.1024795637  -42.7930298363    67.97427
PITN 17AUG29 2017.6591 57994 1964 2  -42.8    772  0.862382   -564218  0.064350    67  0.971230  0.0080 0.000740 0.000646 0.002722  0.023450  0.069886 -0.058864  -5.1024795536  -42.7930298216    67.97123
PITN 17AUG30 2017.6619 57995 1964 3  -42.8    772  0.863021   -564218  0.064922    67  0.971039  0.0080 0.000758 0.000669 0.002812 -0.006415  0.057977 -0.012622  -5.1024795484  -42.7930298158    67.97104
PITN 17AUG31 2017.6646 57996 1964 4  -42.8    772  0.861576   -564218  0.064538    67  0.972116  0.0080 0.000765 0.000670 0.002801  0.001626  0.031382 -0.039336  -5.1024795519  -42.7930298289    67.97212
PITN 17SEP01 2017.6674 57997 1964 5  -42.8    772  0.860490   -564218  0.064327    67  0.972646  0.0080 0.000764 0.000655 0.002786  0.019161  0.048695 -0.038763  -5.1024795538  -42.7930298387    67.97265
PITN 17SEP02 2017.6701 57998 1964 6  -42.8    772  0.862045   -564218  0.063783    67  0.973148  0.0080 0.000755 0.000658 0.002757  0.022127  0.065160 -0.037467  -5.1024795587  -42.7930298247    67.97315
PITN 17SEP03 2017.6728 57999 1965 0  -42.8    772  0.857191   -564218  0.059277    67  0.947736  0.0080 0.002478 0.002091 0.013286 -0.032576  0.169580  0.051004  -5.1024795994  -42.7930298684    67.94774
PITN 17SEP04 2017.6756 58000 1965 1  -42.8    772  0.861068   -564218  0.063398    67  0.973835  0.0080 0.000757 0.000658 0.002792 -0.009815  0.081287 -0.048453  -5.1024795622  -42.7930298335    67.97383
PITN 17SEP05 2017.6783 58001 1965 2  -42.8    772  0.861604   -564218  0.062493    67  0.972716  0.0080 0.000741 0.000642 0.002719  0.009125  0.037873 -0.039442  -5.1024795704  -42.7930298286    67.97272
PITN 17SEP06 2017.6810 58002 1965 3  -42.8    772  0.860400   -564218  0.064655    67  0.977311  0.0080 0.000744 0.000646 0.002719  0.024215  0.032685 -0.033004  -5.1024795508  -42.7930298395    67.97731
PITN 17SEP07 2017.6838 58003 1965 4  -42.8    772  0.863883   -564218  0.064809    67  0.968549  0.0080 0.000796 0.000685 0.002894  0.006813  0.013823 -0.038743  -5.1024795494  -42.7930298081    67.96855
PITN 17SEP08 2017.6865 58004 1965 5  -42.8    772  0.861578   -564218  0.065398    67  0.977156  0.0080 0.000756 0.000662 0.002781  0.010962  0.062695 -0.038985  -5.1024795441  -42.7930298289    67.97716
PITN 17SEP09 2017.6893 58005 1965 6  -42.8    772  0.862514   -564218  0.064045    67  0.979149  0.0080 0.000753 0.000662 0.002796  0.008031  0.069722 -0.040237  -5.1024795563  -42.7930298204    67.97915
PITN 17SEP10 2017.6920 58006 1966 0  -42.8    772  0.862224   -564218  0.064173    67  0.977625  0.0080 0.000746 0.000654 0.002750  0.028703  0.034782 -0.066937  -5.1024795552  -42.7930298230    67.97763
PITN 17SEP11 2017.6947 58007 1966 1  -42.8    772  0.862445   -564218  0.064751    67  0.976340  0.0080 0.000745 0.000653 0.002769  0.014652  0.025193 -0.024388  -5.1024795499  -42.7930298210    67.97634
PITN 17SEP12 2017.6975 58008 1966 2  -42.8    772  0.861466   -564218  0.064972    67  0.979610  0.0080 0.000744 0.000654 0.002747  0.015238  0.041054 -0.049405  -5.1024795479  -42.7930298299    67.97961
PITN 17SEP13 2017.7002 58009 1966 3  -42.8    772  0.863375   -564218  0.067361    67  0.973083  0.0080 0.000778 0.000667 0.002846  0.017086  0.023867 -0.046024  -5.1024795263  -42.7930298127    67.97308
PITN 17SEP14 2017.7029 58010 1966 4  -42.8    772  0.863501   -564218  0.063978    67  0.972484  0.0080 0.000765 0.000666 0.002786  0.006498  0.039690 -0.052612  -5.1024795569  -42.7930298115    67.97248
PITN 17SEP15 2017.7057 58011 1966 5  -42.8    772  0.860728   -564218  0.065152    67  0.975840  0.0080 0.000774 0.000657 0.002773  0.029259  0.079134 -0.068219  -5.1024795463  -42.7930298365    67.97584
PITN 17SEP16 2017.7084 58012 1966 6  -42.8    772  0.860581   -564218  0.064598    67  0.973658  0.0080 0.000758 0.000657 0.002803  0.024568  0.089336 -0.067911  -5.1024795513  -42.7930298379    67.97366
PITN 17SEP17 2017.7112 58013 1967 0  -42.8    772  0.862012   -564218  0.064347    67  0.972493  0.0080 0.000741 0.000643 0.002735 -0.000745  0.051041 -0.052388  -5.1024795536  -42.7930298250    67.97249
PITN 17SEP18 2017.7139 58014 1967 1  -42.8    772  0.860746   -564218  0.063962    67  0.975337  0.0080 0.000746 0.000648 0.002756 -0.000687  0.042343 -0.030160  -5.1024795571  -42.7930298364    67.97534
PITN 17SEP19 2017.7166 58015 1967 2  -42.8    772  0.860706   -564218  0.065821    67  0.980705  0.0080 0.000738 0.000639 0.002703  0.018874  0.072967 -0.029487  -5.1024795403  -42.7930298367    67.98070
PITN 17SEP20 2017.7194 58016 1967 3  -42.8    772  0.861537   -564218  0.065624    67  0.975236  0.0080 0.000733 0.000636 0.002673  0.016429  0.055024 -0.041040  -5.1024795420  -42.7930298292    67.97524
PITN 17SEP21 2017.7221 58017 1967 4  -42.8    772  0.862226   -564218  0.066281    67  0.981271  0.0080 0.000761 0.000653 0.002792  0.007930  0.064554 -0.030611  -5.1024795361  -42.7930298230    67.98127
PITN 17SEP22 2017.7248 58018 1967 5  -42.8    772  0.861521   -564218  0.064370    67  0.984207  0.0080 0.000766 0.000664 0.002841  0.019467  0.076596 -0.053918  -5.1024795534  -42.7930298294    67.98421
PITN 17SEP23 2017.7276 58019 1967 6  -42.8    772  0.863496   -564218  0.066440    67  0.972723  0.0080 0.000778 0.000672 0.002883  0.021110  0.040926 -0.053252  -5.1024795347  -42.7930298116    67.97272
PITN 17SEP24 2017.7303 58020 1968 0  -42.8    772  0.862334   -564218  0.064543    67  0.978238  0.0080 0.000769 0.000659 0.002833  0.011143  0.071393 -0.044885  -5.1024795518  -42.7930298220    67.97824
PITN 17SEP25 2017.7331 58021 1968 1  -42.8    772  0.863538   -564218  0.065405    67  0.979126  0.0080 0.000740 0.000645 0.002719  0.024086  0.077409 -0.035982  -5.1024795440  -42.7930298112    67.97913
PITN 17SEP26 2017.7358 58022 1968 2  -42.8    772  0.863030   -564218  0.066393    67  0.979660  0.0080 0.000770 0.000668 0.002859  0.015949  0.084855 -0.058689  -5.1024795351  -42.7930298158    67.97966
PITN 17SEP27 2017.7385 58023 1968 3  -42.8    772  0.864380   -564218  0.065824    67  0.977123  0.0080 0.000757 0.000659 0.002779 -0.003793  0.043951 -0.025494  -5.1024795402  -42.7930298036    67.97712
PITN 17SEP28 2017.7413 58024 1968 4  -42.8    772  0.860185   -564218  0.064117    67  0.982119  0.0080 0.000755 0.000656 0.002789  0.011168  0.061043 -0.040640  -5.1024795557  -42.7930298414    67.98212
PITN 17SEP29 2017.7440 58025 1968 5  -42.8    772  0.862542   -564218  0.065502    67  0.975866  0.0080 0.000758 0.000670 0.002805  0.026238  0.041954 -0.056733  -5.1024795431  -42.7930298202    67.97587
PITN 17SEP30 2017.7467 58026 1968 6  -42.8    772  0.861073   -564218  0.065521    67  0.982243  0.0080 0.001284 0.001066 0.004901  0.050283 -0.138946 -0.054620  -5.1024795430  -42.7930298334    67.98224
PITN 17OCT01 2017.7495 58027 1969 0  -42.8    772  0.860682   -564218  0.068149    67  0.982086  0.0080 0.000766 0.000668 0.002804 -0.010691  0.054884 -0.038121  -5.1024795192  -42.7930298369    67.98209
PITN 17OCT02 2017.7522 58028 1969 1  -42.8    772  0.861058   -564218  0.068190    67  0.982320  0.0080 0.000754 0.000657 0.002790  0.015213  0.076269 -0.063408  -5.1024795188  -42.7930298336    67.98232
PITN 17OCT03 2017.7550 58029 1969 2  -42.8    772  0.861307   -564218  0.067841    67  0.976292  0.0080 0.000753 0.000655 0.002793  0.017418  0.063243 -0.006174  -5.1024795220  -42.7930298313    67.97629
PITN 17OCT04 2017.7577 58030 1969 3  -42.8    772  0.861944   -564218  0.065760    67  0.977841  0.0080 0.000789 0.000707 0.003039  0.029988  0.079996 -0.013458  -5.1024795408  -42.7930298256    67.97784
PITN 17OCT05 2017.7604 58031 1969 4  -42.8    772  0.861960   -564218  0.066341    67  0.969479  0.0080 0.000765 0.000661 0.002818  0.031784  0.061009 -0.044732  -5.1024795356  -42.7930298254    67.96948
PITN 17OCT06 2017.7632 58032 1969 5  -42.8    772  0.862771   -564218  0.065064    67  0.973576  0.0080 0.001321 0.001134 0.005119  0.040928 -0.099684 -0.066103  -5.1024795471  -42.7930298181    67.97358
PITN 17OCT07 2017.7659 58033 1969 6  -42.8    772  0.863369   -564218  0.068297    67  0.982076  0.0080 0.000752 0.000651 0.002761  0.016475  0.052883 -0.041687  -5.1024795179  -42.7930298127    67.98208
PITN 17OCT08 2017.7687 58034 1970 0  -42.8    772  0.860980   -564218  0.068762    67  0.978707  0.0080 0.000751 0.000647 0.002750  0.022783  0.041183 -0.044387  -5.1024795137  -42.7930298343    67.97871
PITN 17OCT09 2017.7714 58035 1970 1  -42.8    772  0.862841   -564218  0.069448    67  0.976546  0.0080 0.000759 0.000654 0.002808  0.017990  0.051398 -0.020118  -5.1024795075  -42.7930298175    67.97655
